name,chains,category,total24h,total7d,total30d,change_1d,change_7d,change_1m
Synthetify,['Solana'],Synthetics,,,,,,
Aldrin,['Solana'],Dexs,,,,,,
MuesliSwap,"['Cardano', 'Milkomeda C1 (Deprecated)']",Dexs,,,,,,
ZigZag,['ZKsync Lite'],Dexs,,,,,,
Glide Finance,['Elastos'],Dexs,,,,,,
MinMax Finance,['IoTeX'],Dexs,,,,,,
Vexchange,['VeChain'],Dexs,,,,,,
YokaiSwap,"['Godwoken', 'GodwokenV1']",Dexs,,,,,,
WagyuSwap,['Velas'],Dexs,,,,,,
Soy Finance,['Callisto'],Dexs,,,0.0,,,
Astroport Classic,['Terra Classic'],Dexs,,,,,,
ErgoDEX,"['Ergo', 'Cardano']",Dexs,,,,,,
ExinSwap,['Mixin'],Dexs,,,,,,
OpenLeverage,"['BSC', 'Ethereum', 'KCC']",Dexs,,,,,,
Spartan,['BSC'],Dexs,,,,,,
Saros AMM,['Solana'],Dexs,,,,,,
AstroSwap,['Velas'],Dexs,,,,,,
ClaimSwap V1,['Kaia'],Dexs,,,0.0,,,
Penguin,['Solana'],Dexs,,,,,,
Humble Defi,['Algorand'],Dexs,,,,,,
FairySwap V1,['Findora'],Dexs,,,,,,
Hydradex V2,['Hydra'],Dexs,,,,,,
SharkSwap,['SX Network'],Dexs,,,,,,
OpenBiSea,['DChain'],Dexs,,,,,,
Moon Swap,['Conflux'],Dexs,,,,,,
Yodeswap,['Dogechain'],Dexs,,,,,,
Junoswap,['Juno'],Dexs,,,,,,
VanSwap,['Vision'],Dexs,,,,,,
Algofi Swap,['Algorand'],Dexs,,,,,,
OKCSwap,['OKTChain'],Dexs,,,,,,
Wojak Finance,['Dogechain'],Dexs,,,,,,
Capricorn Finance,['Cube'],Dexs,,,,,,
Zircon Gamma,['Moonriver'],Dexs,,,,,,
Lifinity V1,['Solana'],Dexs,,,,,,
TempleDAO Trade,['Ethereum'],Dexs,,,,,,
AUX Exchange,['Aptos'],Dexs,,,,,,
Wavelength DAO,['Velas'],Dexs,,,,,,
HeliSwap,['Hedera'],Dexs,,,,,,
MetaTdex,"['BSC', 'Heco', 'Polygon']",Dexs,,,,,,
Helix Spot,['Injective'],Dexs,,1137902.0,6313663.0,,,
Step Exchange,['Step'],Dexs,,,,,,
VaporDex V1,"['Avalanche', 'ApeChain']",Dexs,,,,,,
10KSwap,['Starknet'],Dexs,,,,,,
El Dorado Exchange,"['BSC', 'Arbitrum']",Derivatives,,,,,,
Mummy Finance,"['Fantom', 'OP Mainnet']",Derivatives,,,,,,
mySwap V1,['Starknet'],Dexs,,,,,,
Syrup Finance,['BSC'],Derivatives,,,,,,
Maximus,['Fantom'],Dexs,,,,,,
DPEX,['Polygon'],Derivatives,,,,,,
OnePunchSwap,['BSC'],Dexs,,,,,,
Megaton Finance,['TON'],Dexs,,,,,,
Clober V1,"['Ethereum', 'Polygon zkEVM', 'Polygon', 'Arbitrum']",Dexs,,,,,,
VeniceSwap,['Findora'],Dexs,,,,,,
PancakeSwap AMM V1,['BSC'],Dexs,,,,,,
BeamSwap Stable AMM,['Moonbeam'],Dexs,,,,,,
Surfswap Stable AMM,['Kava'],Dexs,,,,,,
KyberSwap Elastic,"['BSC', 'Ethereum', 'Avalanche', 'Polygon', 'Arbitrum', 'Fantom', 'OP Mainnet', 'Linea', 'Base', 'Scroll']",Dexs,,,,,,
Lighter V1,['Arbitrum'],Dexs,,,,,,
PonytaSwap,['Rangers'],Dexs,,,,,,
WEMIX Full Range Deposit,['WEMIX3.0'],Dexs,,,,,,
SithSwap,['Starknet'],Dexs,,,,,,
Swapline V1,"['Fantom', 'OP Mainnet', 'ShimmerEVM', 'Arbitrum']",Dexs,,,,,,
Persistence DEX,['Persistence One'],Dexs,,,,,,
Hadouken AMM,['GodwokenV1'],Dexs,,,,,,
Sharpe Magnum,['Ethereum'],Yield,,,,,,
Auragi Finance,['Arbitrum'],Dexs,,,,,,
ThalaSwap,['Aptos'],Dexs,,,676436.0,,,
Forge,['Evmos'],Dexs,,,,,,
SpaceDex,"['BSC', 'Arbitrum']",Derivatives,,,,,,
MERLIN DEX,['ZKsync Era'],Dexs,,,,,,
Noah Swap,['EOS EVM'],Dexs,,,,,,
Tealswap V2,['Oasys'],Dexs,,,,,,
SMBSwap V3,['BSC'],Dexs,,,,,,
PheasantSwap,['ENULS'],Dexs,,,,,,
Veax CLMM,['Near'],Dexs,,,,,,
Kriya AMM,['Sui'],Dexs,,,0.0,,,
CroSwap,['Cronos'],Dexs,,,,,,
FXDX,"['OP Mainnet', 'Base']",Derivatives,,,,,,
Dexter Exchange,['Tezos'],Dexs,,,,,,
Fathom AMM,['XDC'],Dexs,,,,,,
Heraswap,['Onus'],Dexs,,,,,,
MiaSwap,['Onus'],Dexs,,,,,,
Litx,"['BSC', 'PulseChain']",Dexs,,,,,,
Concordex,['Concordium'],Dexs,,,,,,
Equity,['Fantom'],Derivatives,,,,,,
PegaSys V3,['Rollux'],Dexs,,,0.0,,,
Pinnako,['ZKsync Era'],Derivatives,,,,,,
Reax Swaps,['Mantle'],Dexs,,,,,,
DeepBook V2,['Sui'],Dexs,,,,,,
FCON DEX,['Mantle'],Dexs,,,,,,
Kinetix Derivatives,['Kava'],Derivatives,,,,,,
Solidly V3,"['Ethereum', 'OP Mainnet', 'Arbitrum', 'Fantom', 'Base', 'Sonic']",Dexs,,770845.0,13680991.0,,,
Nether.Fi,['Base'],Derivatives,,,,,,
Tegro,"['Ethereum', 'Polygon', 'BSC', 'Avalanche', 'Arbitrum']",Dexs,,,,,,
BLEX,['Arbitrum'],Derivatives,,,,,,
DX25,['MultiversX'],Dexs,,,,,,
CandySwap,['MEER'],Dexs,,,,,,
QuickSwap Liquidity Hub,['Polygon'],Services,,,,,,
Elektrik,['LightLink'],Dexs,,,,,,
DyorSwap AMM,"['Mode', 'Plasma', 'Blast']",Dexs,,,,,,
Ascent Exchange V1,['Horizen EON'],Dexs,,,,,,
Ascent Exchange V3,['Horizen EON'],Dexs,,,,,,
mySwap CL,['Starknet'],Dexs,,,3779380.0,,,
Ryze.Fi,['Arbitrum'],Derivatives,,,,,,
KIM Exchange V1,['Mode'],Dexs,,,,,,
Cleopatra CL,['Mantle'],Dexs,,,,,,
Garden,"['Ethereum', 'Bitcoin', 'Arbitrum', 'Base', 'Unichain', 'Berachain', 'Starknet', 'Hyperliquid L1', 'Corn', 'Sui', 'Solana', 'BSC', 'Monad']",Cross Chain Bridge,,,,,,
Econia,['Aptos'],Dexs,,,,,,
JediSwap V2,['Starknet'],Dexs,,,,,,
Rockswap,['Bitrock'],Dexs,,,,,,
Gaming DEX,"['Oasys', 'DeFiVerse']",Dexs,,,,,,
savmSwap,['SatoshiVM'],Dexs,,,,,,
Fjord V2,"['Ethereum', 'Polygon', 'Arbitrum', 'Avalanche', 'Base', 'Blast', 'BSC']",Launchpad,,,,,,
zkLite Exchange,['ZKsync Lite'],Dexs,,,,,,
Helix Markets,['ICP'],Dexs,,,,,,
Fjord V1,"['Ethereum', 'Polygon', 'Arbitrum']",Launchpad,,,,,,
Ape.Store,"['Base', 'Ethereum']",Launchpad,,,,,,
Equation V3,['Arbitrum'],Derivatives,,,,,,
Pearl V2,['re.al'],Dexs,,,,,,
C3 Exchange,"['Algorand', 'Avalanche', 'Bitcoin', 'Ethereum', 'Arbitrum', 'BSC', 'Solana']",Cross Chain Bridge,,,,,,
YFX V4,"['Arbitrum', 'Base']",Derivatives,,,,,,
Polkadex,['Polkadex'],Dexs,,,,,,
Physica Finance,['Planq'],Dexs,,,,,,
BladeSwap CL,['Blast'],Dexs,,,,,,
MintSwap Finance,['Mint'],Dexs,,,,,,
Xei Finance,['Sei'],Dexs,,,,,,
Yaka V2,['Sei'],Dexs,,,,,,
Kriya CLMM,['Sui'],Dexs,,,81927.0,,,
FWX DEX,"['Avalanche', 'Base']",Dexs,,,,,,
OraiDEX Pool V3,['Oraichain'],Dexs,,,,,,
seiyan fun,['Sei'],Launchpad,,,,,,
GMX V1 AMM,"['Arbitrum', 'Avalanche']",Dexs,,,,,,
Metavault AMM,['Polygon'],Dexs,,,,,,
Orderly AMM,['Near'],Dexs,,,,,,
Level AMM,"['BSC', 'Arbitrum']",Dexs,,,,,,
Torch Dexs,['TON'],Dexs,,,,,,
Renegade,"['Arbitrum', 'Base']",Dexs,,,0.0,,,
Morphex V2 AMM,"['BSC', 'Fantom']",Dexs,,,,,,
Vertex AMM,"['Arbitrum', 'Mantle', 'Sei', 'Base', 'Sonic', 'Avalanche']",Dexs,,,,,,
PixelSwap (PIX),['TON'],Dexs,,,,,,
KTX spot,"['BSC', 'Mantle', 'Arbitrum']",Dexs,,,,,,
Mango Markets V4 AMM,['Solana'],Dexs,,,,,,
Beamex AMM,['Moonbeam'],Dexs,,,,,,
Grizzly Trade AMM,['BSC'],Dexs,,,,,,
BMX Classic AMM,"['Base', 'Mode']",Dexs,,,,,,
Blitz AMM,['Blast'],Dexs,,,,,,
Meme Cooking,['Near'],Launchpad,,,,,,
Metavault AMM V2,"['Linea', 'Scroll']",Dexs,,,,,,
Quickswap Hydra,"['Polygon zkEVM', 'Manta']",Dexs,,,,,,
MITTE,['Near'],NftFi,,,,,,
Rabbit Swap,['Viction'],Dexs,,,,,,
Pearl V1.5,['re.al'],Dexs,,,,,,
ThalaSwap V2,['Aptos'],Dexs,,,2166408.0,,,
Solar Dex,['Eclipse'],Dexs,,,,,,
V12,['Fuel Ignition'],Dexs,,,,,,
Shido Dex V2,['Shido'],Dexs,,,216550.0,,,
RFX Exchange V1,['ZKsync Lite'],Derivatives,,,,,,
Catton,['TON'],CDP,,,,,,
Catalist DEX,['Endurance'],Dexs,,,,,,
Wagmi Memepad,['TON'],Launchpad,,,,,,
Taraswap,['Taraxa'],Dexs,,,,,,
BigPump,['TON'],Launchpad,,,,,,
Blum,['TON'],Launchpad,,,,,,
Duality,['Neutron'],Dexs,,,,,,
TON Pump,['TON'],Telegram Bot,,,,,,
UtyabSwap,['TON'],Dexs,,,,,,
NEBY DEX,['Oasis Sapphire'],Dexs,,,,,,
Mantis,"['Solana', 'Ethereum']",Dexs,,,,,,
Sonic Market AMM,['Sonic'],Dexs,,,,,,
KongSwap,['ICP'],Dexs,,,,,,
dappOS IntentEX,['opBNB'],Dexs,,,,,,
O.LAB,['Base'],Prediction Market,,,,,,
InfinityPools,['Base'],Derivatives,,,,,,
ArtexSwap,['Artela'],Dexs,,,,,,
waveX,['Soneium'],Derivatives,,,,,,
Penumbra Dex,['Penumbra'],Dexs,,,,,,
Beralis V3,['Berachain'],Dexs,,,,,,
Story Hunt,['Story'],Dexs,,,,,,
Fibonacci Dex,['Form Network'],Dexs,,,,,,
Puppyfun,['BSC'],Launchpad,,,0.0,,,
Umbra,['Eclipse'],Dexs,,,,,,
JustBet,['WINR'],Luck Games,,,,,,
Sandglass,"['Solana', 'Eclipse']",Yield,,,,,,
GooseFX V2,['Solana'],Dexs,,,,,,
Interest Protocol Stable Swap,['Sui'],Dexs,,,,,,
Interest Curve,"['Sui', 'Movement']",Dexs,,,,,,
Titan Dex,['TON'],Dexs,,,,,,
Haven1 hSwap,['Haven1'],Dexs,,,,,,
Swaps.io,"['Ethereum', 'Base', 'BSC', 'OP Mainnet', 'Blast', 'Polygon', 'Avalanche', 'Arbitrum', 'Gnosis', 'Sonic']",Bridge,,,,,,
Yaka V3,['Sei'],Dexs,,,,,,
UniDerp,['Unichain'],Launchpad,,,579.0,,,
Permute,"['Bitcoin', 'Ethereum', 'Tron', 'Solana', 'Avalanche', 'Arbitrum', 'Litecoin', 'Bitcoincash', 'BSC', 'Doge', 'Berachain']",Bridge,,,,,,
Tapp Exchange,['Aptos'],Dexs,,517794.0,6219810.0,,,
EagleFi,['Massa'],Dexs,,,93.0,,,
Nexapia,['Flare'],Dexs,,,,,,
Prophet.fun,['Solana'],Prediction Market,,,,,,
Omni Exchange V2,"['Base', 'BSC', 'Avalanche', 'Sonic', 'OP Mainnet', 'Arbitrum', 'Plasma']",Dexs,,,,,,
Omni Exchange Flux,"['Sonic', 'Avalanche', 'BSC', 'Arbitrum', 'OP Mainnet', 'Base', 'Plasma']",Dexs,,,,,,
KuraSwap CL,['Sei'],Dexs,,,,,,
KuraSwap Legacy,['Sei'],Dexs,,,,,,
Earnium,['Aptos'],Dexs,,,,,,
Aqua,['Solana'],Telegram Bot,,,,,,
Thirdfy,['Base'],Dexs,,,,,,
Upheaval V2,['Hyperliquid L1'],Dexs,,,,,,
WinnieSwap,['Berachain'],Dexs,,,,,,
ColorPool,['Chromia'],Dexs,,,0.0,,,
Injective Spot,['Injective'],Dexs,,1863415.0,16899416.0,,,
Coinhain,['BSC'],Dexs,,,,,,
Rush,['Solana'],Telegram Bot,,,,,,
SomeSwap AMM,['Monad'],Dexs,,,76.0,,,
Fwog.fun,['Solana'],Launchpad,,,,,,
Saphyre RFQ,['Sei'],Dexs,,320.0,37085.0,,,
